uid,sid
1369,171
9756,38
9756,75
9756,81
9756,101
9756,805
9756,549
8825,2
8825,3
8825,5
8825,6
8825,11
8825,14
8825,15
8825,16
8825,21
8825,25
8825,32
8825,38
8825,43
8825,45
8825,50
8825,293
8825,59
8825,62
8825,70
8825,71
8825,74
8825,75
8825,76
8825,84
8825,86
8825,87
8825,91
8825,95
8825,115
8825,314
8825,126
8825,128
8825,133
8825,139
8825,148
8825,157
8825,165
8825,167
8825,333
8825,168
8825,175
8825,341
8825,189
8825,207
8825,219
8825,223
8825,230
8825,235
8825,243
8825,502
8825,261
8825,273
8825,276
8825,277
8825,549
8825,590
6605,5
6605,13
6605,15
6605,16
6605,43
6605,76
6605,168
6605,276
4379,2
4379,5
4379,16
4379,25
4379,38
4379,74
4379,101
5228,16
5228,293
5228,84
5228,190
5228,273
3153,5
3153,14
3153,21
3153,25
3153,91
3153,314
3153,148
3153,207
3153,230
6014,3
6014,5
6014,6
6014,11
6014,12
6014,13
6014,281
6014,14
6014,15
6014,16
6014,20
6014,25
6014,38
6014,41
6014,45
6014,50
6014,293
6014,59
6014,62
6014,65
6014,70
6014,71
6014,74
6014,75
6014,76
6014,81
6014,84
6014,86
6014,87
6014,91
6014,303
6014,99
6014,101
6014,306
6014,106
6014,111
6014,115
6014,314
6014,126
6014,128
6014,130
6014,148
6014,151
6014,157
6014,159
6014,325
6014,165
6014,168
6014,171
6014,175
6014,341
6014,189
6014,190
6014,197
6014,212
6014,213
6014,387
6014,219
6014,230
6014,235
6014,422
6014,261
6014,805
6014,273
6014,276
6014,277
4860,2
4860,16
4860,101
4860,168
4860,230
8613,159
8613,168
8613,273
8613,537
9026,2
9026,3
9026,5
9026,6
9026,11
9026,12
9026,13
9026,281
9026,14
9026,15
9026,16
9026,20
9026,25
9026,32
9026,38
9026,41
9026,43
9026,45
9026,48
9026,50
9026,59
9026,62
9026,70
9026,71
9026,73
9026,74
9026,75
9026,76
9026,81
9026,82
9026,84
9026,85
9026,86
9026,87
9026,91
9026,303
9026,95
9026,97
9026,99
9026,104
9026,106
9026,111
9026,115
9026,121
9026,314
9026,126
9026,128
9026,133
9026,139
9026,143
9026,148
9026,151
9026,321
9026,157
9026,159
9026,325
9026,165
9026,167
9026,333
9026,168
9026,171
9026,175
9026,339
9026,184
9026,189
9026,190
9026,197
9026,207
9026,212
9026,213
9026,387
9026,219
9026,230
9026,231
9026,235
9026,422
9026,243
9026,261
9026,513
9026,272
9026,273
9026,276
9026,277
4881,13
4881,16
4881,20
4881,25
4881,62
4881,70
4881,99
4881,314
4881,148
4881,151
4881,171
4881,207
4881,219
4881,549
3967,16
3967,25
3967,38
3967,75
3967,111
3967,314
3967,148
3967,151
3967,165
3967,167
3967,207
2952,3
2952,6
2952,16
2952,143
2952,165
2952,168
8920,5
8920,16
8920,159
8920,165
8920,207
9632,21
9632,65
9632,104
9632,126
9632,128
9632,148
9632,151
9632,207
9632,235
9632,261
9650,5
9650,15
9650,62
9650,159
9650,230
9650,549
4406,3
4406,25
4406,48
4406,59
4406,65
4406,70
4406,74
4406,75
4406,82
4406,128
4406,230
4406,261
4406,276
9410,2
9410,12
9410,14
9410,15
9410,16
9410,62
9410,74
9410,76
9410,81
9410,95
9410,104
9410,121
9410,128
9410,133
9410,148
6915,159
6915,168
6915,261
3978,75
3978,76
3978,387
3978,223
3978,277
7940,3
7940,5
7940,45
7940,76
7940,84
7940,130
7940,207
7940,273
7940,276
2015,15
2015,74
2015,75
2015,81
9175,14
9175,25
9175,38
9175,62
9175,70
9175,74
9175,75
9175,85
9175,148
9175,151
9175,159
9175,168
9175,189
9175,197
9175,219
9175,230
9175,544
2644,2
2644,5
2644,11
2644,14
2644,25
2644,50
2644,70
2644,75
2644,303
2644,106
2644,159
2644,168
2644,189
2644,387
2644,230
2644,261
2644,273
2141,5
2141,12
2141,281
2141,16
2141,38
2141,59
2141,62
2141,70
2141,73
2141,74
2141,82
2141,101
2141,128
2141,143
2141,148
2141,159
2141,207
2141,387
2141,219
2141,277
3842,5
3842,6
3842,14
3842,25
3842,62
3842,148
3842,171
3842,189
3842,207
9440,16
9440,73
9440,84
9440,133
9440,159
7227,15
7227,75
7227,81
7227,82
7227,139
7227,159
7227,168
7227,513
7227,277
7952,5
7952,6
7952,13
7952,14
7952,15
7952,16
7952,48
7952,62
7952,76
7952,82
7952,87
7952,91
7952,130
7952,148
7952,321
7952,157
7952,159
7952,333
7952,175
7952,207
7952,213
7952,272
7952,273
7952,276
9335,5
9335,14
9335,16
9335,25
9335,38
9335,45
9335,62
9335,70
9335,71
9335,75
9335,76
9335,84
9335,86
9335,303
9335,306
9335,115
9335,314
9335,143
9335,151
9335,165
9335,168
9335,219
9335,235
7276,16
7276,38
7276,71
7276,207
7276,387
1187,6
1187,281
1187,38
1187,70
1187,81
1187,95
1187,121
1187,325
1187,261
1187,272
1187,276
1187,277
599,2
599,5
599,14
599,15
599,16
599,38
599,50
599,62
599,75
599,84
599,303
599,104
599,115
599,314
599,126
599,139
599,148
599,159
599,333
599,168
599,339
599,197
599,207
599,219
599,230
599,544
9040,16
9040,99
9040,230
2852,6
2852,71
2852,76
2852,121
2852,168
2852,339
2852,230
2852,243
235,5
235,15
235,16
235,38
235,62
235,70
235,76
235,314
235,126
235,148
235,230
235,276
235,277
1196,3
1196,32
1196,70
1196,75
1196,91
1196,126
1196,130
1196,139
1196,159
1196,333
1196,339
1196,261
1196,272
1196,273
1196,549
2207,21
2207,38
2207,70
2207,85
2207,207
2207,243
5822,5
5822,62
5822,71
5822,81
5822,121
5822,148
5822,168
5822,171
5822,219
5822,235
5822,422
6184,3
6184,5
6184,6
6184,11
6184,13
6184,14
6184,16
6184,25
6184,38
6184,41
6184,62
6184,70
6184,71
6184,84
6184,85
6184,86
6184,87
6184,91
6184,303
6184,306
6184,106
6184,115
6184,314
6184,139
6184,157
6184,159
6184,168
6184,184
6184,189
6184,197
6184,207
6184,230
6184,261
6184,546
6184,276
5057,2
5057,3
5057,5
5057,6
5057,11
5057,12
5057,13
5057,281
5057,14
5057,15
5057,16
5057,20
5057,21
5057,24
5057,25
5057,32
5057,38
5057,41
5057,43
5057,45
5057,48
5057,50
5057,293
5057,59
5057,62
5057,65
5057,70
5057,71
5057,73
5057,74
5057,75
5057,76
5057,81
5057,82
5057,84
5057,85
5057,86
5057,87
5057,91
5057,303
5057,95
5057,97
5057,99
5057,101
5057,104
5057,306
5057,106
5057,111
5057,115
5057,121
5057,314
5057,126
5057,128
5057,130
5057,133
5057,139
5057,143
5057,148
5057,151
5057,321
5057,157
5057,159
5057,325
5057,165
5057,167
5057,333
5057,168
5057,171
5057,175
5057,339
5057,184
5057,341
5057,189
5057,190
5057,197
5057,207
5057,212
5057,213
5057,387
5057,219
5057,223
5057,230
5057,231
5057,235
5057,422
5057,243
5057,502
5057,261
5057,805
5057,513
5057,272
5057,273
5057,537
5057,544
5057,546
5057,276
5057,277
5057,549
5057,590
5057,554
9442,3
9442,5
9442,11
9442,16
9442,20
9442,21
9442,32
9442,38
9442,41
9442,62
9442,70
9442,91
9442,139
9442,159
9442,168
9442,341
9442,189
9442,219
9442,235
9442,261
9442,272
9442,276
9442,549
5548,133
5548,148
5548,151
1977,15
1977,16
1977,24
1977,25
1977,87
1977,306
1977,126
1977,128
1977,159
8808,62
8808,212
7244,3
7244,15
7244,16
7244,21
7244,25
7244,38
7244,70
7244,76
7244,84
7244,85
7244,128
7244,165
7244,219
7244,261
2151,12
2151,15
2151,16
2151,25
2151,32
2151,38
2151,45
2151,293
2151,62
2151,65
2151,70
2151,71
2151,75
2151,76
2151,81
2151,85
2151,95
2151,99
2151,111
2151,115
2151,314
2151,126
2151,130
2151,133
2151,148
2151,159
2151,165
2151,167
2151,171
2151,339
2151,341
2151,197
2151,387
2151,219
2151,223
2151,230
2151,261
2151,276
2151,549
7239,13
7239,15
7239,16
7239,84
7239,148
7239,207
7239,261
7239,549
9037,81
9037,121
9037,148
9037,151
9037,165
9037,219
9394,12
9394,65
9394,115
9394,219
4192,3
4192,11
4192,15
4192,16
4192,24
4192,38
4192,41
4192,45
4192,48
4192,62
4192,65
4192,70
4192,74
4192,75
4192,81
4192,84
4192,86
4192,87
4192,91
4192,106
4192,111
4192,314
4192,126
4192,128
4192,133
4192,139
4192,143
4192,165
4192,167
4192,168
4192,175
4192,341
4192,190
4192,207
4192,212
4192,387
4192,219
4192,223
4192,230
4192,261
4192,537
4192,276
4192,549
4192,554
7906,62
7906,65
7906,73
7906,84
7906,87
7906,111
7906,148
7906,151
7906,157
7906,219
7906,230
2737,3
2737,5
2737,281
2737,15
2737,16
2737,25
2737,32
2737,48
2737,59
2737,62
2737,71
2737,73
2737,75
2737,76
2737,81
2737,84
2737,87
2737,91
2737,99
2737,101
2737,306
2737,106
2737,111
2737,133
2737,143
2737,148
2737,321
2737,325
2737,184
2737,341
2737,189
2737,190
2737,197
2737,207
2737,219
2737,230
2737,502
2737,261
2737,272
2737,273
2737,276
2393,5
2393,6
2393,14
2393,25
2393,41
2393,45
2393,62
2393,70
2393,74
2393,84
2393,86
2393,87
2393,91
2393,97
2393,99
2393,306
2393,106
2393,121
2393,314
2393,126
2393,128
2393,148
2393,151
2393,321
2393,157
2393,159
2393,165
2393,168
2393,171
2393,190
2393,197
2393,207
2393,212
2393,219
2393,230
2393,422
2393,261
2393,273
2393,546
2393,276
2393,554
2876,3
2876,12
2876,15
2876,43
2876,71
2876,75
2876,99
2876,126
2876,159
2876,387
2876,219
2876,230
9689,2
9689,3
9689,5
9689,6
9689,13
9689,15
9689,16
9689,25
9689,38
9689,45
9689,50
9689,59
9689,62
9689,65
9689,70
9689,71
9689,75
9689,76
9689,84
9689,85
9689,86
9689,99
9689,106
9689,128
9689,139
9689,148
9689,151
9689,159
9689,165
9689,167
9689,333
9689,168
9689,175
9689,184
9689,190
9689,207
9689,213
9689,387
9689,219
9689,230
9689,422
9689,502
9689,261
9689,805
9689,273
9689,537
9689,546
9689,276
9689,277
9689,549
9689,590
7234,75
7234,321
7234,230
7234,243
9397,2
9397,6
9397,38
9397,75
9397,76
9397,306
9397,106
9397,115
9397,314
9397,148
9397,167
9397,168
9397,219
9397,223
9397,230
9397,231
9397,272
9397,537
9397,277
7573,2
7573,3
7573,5
7573,6
7573,11
7573,13
7573,281
7573,15
7573,16
7573,25
7573,32
7573,38
7573,41
7573,43
7573,45
7573,293
7573,59
7573,62
7573,65
7573,70
7573,71
7573,73
7573,74
7573,75
7573,76
7573,81
7573,82
7573,84
7573,86
7573,87
7573,97
7573,99
7573,104
7573,306
7573,121
7573,314
7573,126
7573,128
7573,133
7573,148
7573,151
7573,321
7573,159
7573,165
7573,167
7573,333
7573,168
7573,171
7573,175
7573,339
7573,184
7573,341
7573,190
7573,197
7573,207
7573,212
7573,387
7573,219
7573,223
7573,230
7573,235
7573,422
7573,261
7573,513
7573,272
7573,273
7573,537
7573,546
7573,276
7573,277
7573,549
7573,590
2757,2
2757,3
2757,5
2757,6
2757,11
2757,12
2757,13
2757,281
2757,14
2757,15
2757,16
2757,20
2757,21
2757,24
2757,25
2757,32
2757,38
2757,41
2757,43
2757,45
2757,48
2757,50
2757,293
2757,59
2757,62
2757,65
2757,70
2757,71
2757,73
2757,74
2757,75
2757,76
2757,81
2757,82
2757,84
2757,85
2757,86
2757,87
2757,91
2757,303
2757,95
2757,97
2757,99
2757,101
2757,104
2757,306
2757,106
2757,111
2757,115
2757,121
2757,314
2757,126
2757,128
2757,130
2757,139
2757,143
2757,148
2757,151
2757,321
2757,157
2757,159
2757,325
2757,165
2757,167
2757,168
2757,171
2757,175
2757,339
2757,184
2757,341
2757,189
2757,190
2757,197
2757,207
2757,212
2757,213
2757,387
2757,219
2757,230
2757,231
2757,235
2757,422
2757,243
2757,502
2757,261
2757,272
2757,273
2757,537
2757,276
2757,277
2757,549
1317,5
1317,14
1317,16
1317,59
1317,130
1317,167
1317,190
1317,261
7336,3
7336,5
7336,11
7336,12
7336,13
7336,15
7336,20
7336,25
7336,43
7336,45
7336,293
7336,62
7336,70
7336,71
7336,73
7336,74
7336,75
7336,76
7336,81
7336,82
7336,84
7336,86
7336,97
7336,99
7336,306
7336,106
7336,111
7336,314
7336,126
7336,128
7336,130
7336,133
7336,139
7336,143
7336,148
7336,151
7336,321
7336,159
7336,165
7336,167
7336,333
7336,168
7336,171
7336,175
7336,339
7336,190
7336,197
7336,207
7336,212
7336,219
7336,223
7336,230
7336,231
7336,422
7336,243
7336,261
7336,513
7336,273
7336,537
7336,546
7336,277
7336,549
333,15
333,24
333,62
333,75
333,86
333,303
333,101
333,126
4591,76
4591,81
4591,121
4591,230
8055,3
8055,12
8055,50
8055,73
8055,84
8055,86
8055,306
8055,341
8055,207
8055,230
8055,537
8545,15
8545,65
8545,75
8545,76
8545,106
8545,165
8545,190
8545,230
8545,243
2922,2
2922,3
2922,5
2922,6
2922,11
2922,12
2922,13
2922,15
2922,16
2922,25
2922,50
2922,62
2922,70
2922,71
2922,73
2922,74
2922,76
2922,82
2922,86
2922,87
2922,303
2922,99
2922,104
2922,115
2922,314
2922,148
2922,157
2922,168
2922,171
2922,189
2922,197
2922,207
2922,387
2922,219
2922,230
2922,235
2922,261
1370,2
1370,16
1370,59
1370,306
1370,171
3417,3
3417,16
3417,59
3417,75
3417,115
3417,159
3417,168
3417,261
3417,277
1598,6
1598,45
1598,50
1598,62
1598,70
1598,74
1598,76
1598,81
1598,82
1598,106
1598,314
1598,157
1598,171
1598,190
1598,219
1598,223
1598,273
1598,546
1598,276
1925,41
1925,293
1925,74
1925,82
1925,303
1925,97
1925,314
1925,130
1925,148
1925,151
1925,165
1925,171
1925,184
1925,207
1925,219
1925,223
1925,230
6669,3
6669,5
6669,6
6669,11
6669,14
6669,38
6669,45
6669,50
6669,293
6669,62
6669,70
6669,71
6669,73
6669,76
6669,84
6669,97
6669,101
6669,306
6669,106
6669,115
6669,133
6669,143
6669,148
6669,151
6669,157
6669,159
6669,325
6669,165
6669,167
6669,168
6669,339
6669,207
6669,219
6669,230
6669,502
6669,546
6669,554
8046,2
8046,11
8046,12
8046,15
8046,16
8046,21
8046,24
8046,25
8046,38
8046,45
8046,48
8046,50
8046,62
8046,65
8046,70
8046,74
8046,75
8046,76
8046,81
8046,82
8046,91
8046,97
8046,99
8046,306
8046,111
8046,121
8046,314
8046,128
8046,133
8046,143
8046,148
8046,167
8046,333
8046,168
8046,184
8046,341
8046,190
8046,207
8046,213
8046,219
8046,223
8046,230
8046,231
8046,276
9145,73
9145,86
9145,184
945,2
945,3
945,5
945,12
945,13
945,281
945,15
945,16
945,25
945,38
945,45
945,48
945,50
945,293
945,62
945,65
945,70
945,71
945,85
945,91
945,97
945,99
945,101
945,106
945,314
945,148
945,151
945,325
945,168
945,171
945,175
945,207
945,219
945,230
945,231
945,243
945,273
945,276
7937,11
7937,38
7937,59
7937,74
7937,84
7937,91
7937,101
7937,128
7937,130
7937,321
7937,167
7937,207
7937,223
7937,261
8086,3
8086,5
8086,6
8086,11
8086,281
8086,15
8086,16
8086,24
8086,25
8086,38
8086,45
8086,50
8086,62
8086,65
8086,70
8086,73
8086,74
8086,75
8086,76
8086,81
8086,86
8086,91
8086,303
8086,104
8086,306
8086,106
8086,111
8086,121
8086,128
8086,139
8086,159
8086,165
8086,167
8086,333
8086,168
8086,190
8086,212
8086,213
8086,219
8086,223
8086,230
8086,805
8086,273
8086,276
574,3
574,12
574,14
574,15
574,16
574,20
574,38
574,41
574,50
574,293
574,62
574,70
574,73
574,74
574,75
574,82
574,86
574,91
574,97
574,99
574,306
574,115
574,121
574,128
574,167
574,168
574,341
574,207
574,213
574,230
574,235
574,422
574,502
574,277
2430,14
2430,62
2430,111
2430,126
2430,128
2430,139
2430,168
878,3
878,15
878,16
878,25
878,106
9921,13
9921,25
9921,86
9921,133
9921,168
9921,184
9921,341
9921,190
9921,207
9921,219
9921,261
9921,546
9921,276
7877,5
7877,21
7877,45
7877,62
7877,74
7877,76
7877,126
7877,139
7877,165
7877,261
7877,537
5692,2
5692,5
5692,6
5692,13
5692,15
5692,21
5692,32
5692,38
5692,45
5692,293
5692,65
5692,71
5692,97
5692,306
5692,148
5692,325
5692,168
5692,207
5692,230
5692,235
5692,422
5692,277
5692,549
5120,12
5120,13
5120,207
9132,11
9132,13
9132,16
9132,84
9132,314
9132,151
9132,219
9132,422
9946,3
9946,5
9946,12
9946,13
9946,25
9946,45
9946,62
9946,65
9946,71
9946,73
9946,75
9946,81
9946,84
9946,86
9946,101
9946,306
9946,115
9946,314
9946,133
9946,148
9946,151
9946,165
9946,184
9946,190
9946,207
9946,213
9946,219
9946,230
9946,502
9946,272
9946,549
4282,5
4282,11
4282,281
4282,16
4282,25
4282,32
4282,38
4282,43
4282,45
4282,48
4282,50
4282,62
4282,65
4282,70
4282,75
4282,81
4282,84
4282,91
4282,95
4282,97
4282,306
4282,111
4282,126
4282,128
4282,130
4282,148
4282,151
4282,159
4282,165
4282,168
4282,171
4282,175
4282,339
4282,184
4282,197
