uid,sid
5505,6
5505,11
5505,20
5505,45
5505,70
5505,126
5505,148
5505,171
5505,189
5505,212
5505,261
5505,537
5505,554
2981,3
2981,21
2981,82
2981,97
2981,168
2981,235
2981,261
2981,554
1829,2
1829,15
1829,38
1829,48
1829,91
1829,230
1829,261
1829,277
9229,15
9229,82
9229,184
9229,422
9229,272
5288,38
5944,75
5944,76
5944,84
5944,189
5944,502
3747,15
3747,41
3747,50
3747,70
3747,84
3747,86
3747,95
3747,97
3747,126
7059,73
7059,74
7059,76
9370,62
9370,85
9370,189
9370,261
4848,15
4848,99
4848,148
4848,151
4848,159
4848,197
5050,2
5050,3
5050,87
5050,148
5050,168
5050,184
5050,261
5050,273
5050,537
5050,554
3202,5
3202,126
3202,422
3570,5
3570,41
3570,235
2166,43
2166,76
2166,261
2166,277
2339,15
2339,84
2339,133
7080,5
7080,14
7080,32
7080,50
7080,62
7080,71
7080,87
7080,99
7080,104
7080,306
7080,111
7080,159
7080,168
7080,189
7080,261
7080,273
6236,3
6236,50
6236,65
6236,84
6236,97
6236,148
6236,151
6236,159
6236,333
6236,168
6236,175
6236,190
6236,243
6236,261
6236,549
6236,554
6336,62
6336,74
8741,16
8741,76
8741,261
1662,3
1662,5
1662,6
1662,11
1662,12
1662,13
1662,281
1662,14
1662,15
1662,16
1662,20
1662,21
1662,24
1662,25
1662,32
1662,38
1662,41
1662,45
1662,48
1662,50
1662,59
1662,62
1662,65
1662,70
1662,71
1662,73
1662,74
1662,75
1662,76
1662,81
1662,82
1662,84
1662,86
1662,87
1662,91
1662,95
1662,97
1662,99
1662,101
1662,104
1662,106
1662,111
1662,121
1662,126
1662,128
1662,130
1662,139
1662,143
1662,148
1662,151
1662,321
1662,159
1662,325
1662,165
1662,167
1662,333
1662,168
1662,171
1662,175
1662,339
1662,184
1662,341
1662,189
1662,190
1662,197
1662,207
1662,213
1662,387
1662,223
1662,230
1662,231
1662,235
1662,422
1662,502
1662,261
1662,513
1662,272
1662,273
1662,537
1662,546
1662,276
1662,277
1662,549
1662,590
8278,74
8278,261
8278,277
7111,76
7111,261
7111,805
1149,3
1149,6
1149,32
1149,81
1149,157
1149,168
1149,235
1149,272
1469,6
1469,13
1469,25
1469,62
1469,84
1469,306
1469,148
1469,321
1469,159
1469,341
1469,230
1469,537
1469,546
1810,2
1810,11
1810,13
1810,293
1810,70
1810,126
1810,130
1810,168
1810,339
1810,230
557,3
557,74
557,81
557,422
557,261
3505,6
3505,15
3505,38
3505,70
3505,76
3505,85
3505,87
3505,143
3505,159
3505,167
3505,207
3505,387
3505,261
3505,273
8262,75
8262,76
8262,99
8262,314
8262,148
8262,219
8262,261
8262,276
6776,32
6776,62
6776,111
4460,74
4460,81
4460,121
233,20
233,45
233,126
233,128
233,325
233,243
233,502
233,261
233,554
9875,190
9875,243
9875,261
7231,12
7231,74
7231,207
7231,272
7231,273
7720,281
7720,38
7720,73
7720,75
7720,99
7720,121
7720,314
7720,148
7720,261
354,62
354,74
354,75
354,76
354,81
354,87
354,115
354,189
8423,15
8423,48
8423,50
8423,59
8423,84
8423,128
8423,148
8423,159
8423,165
8423,167
8423,261
8423,805
8423,273
4056,3
4056,5
4056,13
4056,14
4056,15
4056,16
4056,24
4056,32
4056,38
4056,41
4056,45
4056,293
4056,62
4056,70
4056,73
4056,74
4056,75
4056,76
4056,81
4056,82
4056,86
4056,87
4056,303
4056,95
4056,97
4056,99
4056,306
4056,106
4056,111
4056,121
4056,314
4056,128
4056,130
4056,143
4056,148
4056,157
4056,159
4056,165
4056,168
4056,171
4056,175
4056,184
4056,341
4056,189
4056,190
4056,197
4056,207
4056,213
4056,387
4056,223
4056,230
4056,502
4056,261
4056,513
4056,272
4056,273
4056,537
4056,277
4056,549
6942,15
6942,84
6942,171
6942,189
6942,197
6942,235
6942,276
6942,549
8054,84
8054,86
8054,272
8054,546
7700,14
7700,62
7700,81
7700,82
7700,87
1804,293
1804,62
1804,71
1804,87
1804,111
1804,148
1804,197
1804,273
1804,544
1804,554
4887,3
4887,159
3995,3
3995,5
3995,21
3995,41
3995,50
3995,272
3995,537
3995,549
5633,16
5633,48
5633,261
7151,76
7151,325
7560,281
7560,21
7560,41
7560,84
7560,333
7560,387
7560,235
7560,590
4640,24
4640,50
4640,293
4640,62
4640,73
4640,84
4640,133
4640,148
4640,321
4640,273
4640,544
4640,546
4640,554
6768,3
6768,293
6768,81
6768,84
6768,87
6768,128
6768,184
6768,190
6768,207
6768,805
6768,513
6768,273
6768,277
6502,11
6502,12
6502,15
6502,25
6502,38
6502,41
6502,48
6502,293
6502,70
6502,71
6502,75
6502,76
6502,81
6502,82
6502,84
6502,91
6502,95
6502,104
6502,306
6502,115
6502,121
6502,126
6502,130
6502,143
6502,148
6502,165
6502,167
6502,171
6502,339
6502,190
6502,207
6502,223
6502,230
6502,235
6502,243
6502,261
6502,272
6502,276
4342,84
4342,502
4342,261
4011,3
4011,15
4011,20
4011,21
4011,32
4011,82
4011,126
4011,133
4011,321
4011,167
4011,231
4011,235
4011,261
4011,272
4011,537
326,6
326,50
326,189
326,261
326,276
7097,5
7097,11
7097,62
7097,82
7097,85
7097,111
7097,126
7097,130
7097,133
7097,168
7097,213
7097,502
7097,261
7097,272
7097,273
5935,3
5935,11
5935,25
5935,41
5935,74
5935,75
5935,76
5935,81
5935,82
5935,86
5935,91
5935,321
5935,159
5935,168
5935,184
5935,341
5935,190
5935,387
5935,223
5935,261
5935,272
5935,273
5935,537
5935,546
719,38
719,106
719,261
5736,25
5736,43
5736,62
5736,303
5736,314
5736,157
5736,261
5736,277
2090,293
2090,62
2090,75
2090,76
2090,81
2090,130
2090,133
2090,148
2090,159
2090,325
2090,197
2090,261
2090,513
2090,276
2090,549
3814,281
3814,15
3814,81
3814,261
1383,15
1383,74
1383,81
1383,121
1383,261
4085,15
4085,38
4085,70
4085,74
4085,75
4085,76
4085,81
4085,104
4085,306
4085,121
4085,126
4085,128
4085,148
4085,159
4085,168
4085,422
4085,243
4085,261
4085,805
4085,273
4085,277
4085,549
9819,82
9819,306
9819,171
9819,261
9819,272
2982,45
2982,293
2982,70
2982,76
2982,81
2982,86
2982,325
2982,168
2982,549
2982,554
1253,3
1253,11
1253,32
1253,38
1253,41
1253,62
1253,70
1253,73
1253,74
1253,75
1253,76
1253,84
1253,86
1253,87
1253,99
1253,106
1253,139
1253,148
1253,157
1253,168
1253,189
1253,190
1253,422
1253,261
1253,273
1253,544
1253,276
1253,277
1253,549
1253,590
9808,3
9808,62
9808,65
9808,76
9808,99
9808,130
9808,148
9808,197
9808,230
9808,502
9808,261
106,5
106,235
106,537
6902,73
6902,171
6902,243
6902,549
6902,554
8142,3
8142,15
8142,41
8142,59
8142,62
8142,70
8142,74
8142,75
8142,76
8142,81
8142,128
8142,175
8142,184
8142,341
8142,190
8142,422
8142,243
8142,502
8142,261
8142,272
8142,273
3221,91
3221,159
3221,230
3221,549
5529,62
5529,82
5529,86
5529,87
5529,303
5529,306
5529,111
5529,148
5529,159
5529,168
5529,207
5529,212
5529,502
5529,261
5529,273
5529,554
6082,15
6082,62
6082,70
6082,75
6082,76
6082,81
6082,84
6082,87
6082,121
6082,314
6082,126
6082,148
6082,159
6082,171
6082,184
6082,190
6082,207
6082,805
6082,513
6082,272
6082,273
6082,276
6082,277
6082,549
5993,281
5993,15
5993,32
5993,41
5993,45
5993,62
5993,65
5993,71
5993,75
5993,76
5993,82
5993,86
5993,87
5993,99
5993,106
5993,111
5993,128
5993,130
5993,148
5993,165
5993,168
5993,175
5993,184
5993,189
5993,230
5993,422
5993,243
5993,261
5993,513
5993,272
5993,273
5993,537
5993,276
5993,590
1776,41
1776,62
1776,82
1776,303
1776,314
1776,148
1776,159
1776,168
1776,230
1776,261
1776,549
1776,554
6663,2
6663,38
6663,45
6663,48
6663,59
6663,62
6663,84
6663,86
6663,87
6663,97
6663,99
6663,101
6663,111
6663,126
6663,133
6663,151
6663,325
6663,167
6663,168
6663,219
6663,235
6663,422
6663,261
6663,272
6663,276
2772,128
2772,168
4613,139
4613,159
4613,168
4613,261
4613,273
7965,5
7965,75
7965,168
7965,805
911,2
911,3
911,5
911,6
911,11
911,12
911,13
911,281
911,14
911,15
911,16
911,20
911,21
911,24
911,25
911,32
911,38
911,41
911,43
911,45
911,48
911,50
911,293
911,59
911,62
911,65
911,70
911,71
911,73
911,74
911,75
911,76
911,81
911,82
911,84
911,85
911,86
911,87
911,91
911,303
911,95
911,97
911,99
911,101
911,104
911,306
911,106
911,111
911,115
911,121
911,314
911,126
911,128
911,130
911,133
911,139
911,143
911,148
911,151
911,321
911,157
911,159
911,325
911,165
911,167
911,333
911,168
911,171
911,175
911,339
911,184
911,341
911,189
911,190
911,197
911,207
911,212
911,213
911,387
911,219
911,223
911,230
911,231
911,235
911,422
911,243
911,502
911,261
911,805
911,513
911,272
911,273
911,537
911,544
911,546
911,276
911,277
911,549
911,590
911,554
1288,293
1288,111
1288,148
1288,151
1288,272
3906,5
3906,76
3906,139
3906,159
3906,168
3906,339
3906,207
3906,261
2883,21
2883,45
2883,65
2883,97
2883,115
2883,139
2883,325
2883,171
2883,212
2883,223
2883,230
2883,235
2883,243
2883,261
2883,272
2883,549
2883,554
9514,25
9514,38
9514,62
9514,84
9514,97
9514,99
9514,165
9514,197
9514,261
9514,272
9514,273
4781,99
4781,171
4781,549
7156,2
7156,6
7156,11
7156,38
7156,41
7156,50
7156,85
7156,97
7156,306
7156,171
7156,189
7156,207
7156,213
7156,230
7156,261
7156,590
9360,2
9360,5
9360,6
9360,12
9360,15
9360,25
9360,41
9360,43
9360,45
9360,293
9360,62
9360,65
9360,73
9360,74
9360,75
9360,76
9360,84
9360,85
9360,91
9360,303
9360,99
9360,306
9360,106
9360,111
9360,115
9360,121
9360,314
9360,126
9360,128
9360,130
9360,133
9360,148
9360,159
9360,325
9360,165
9360,333
9360,168
9360,339
9360,184
9360,341
9360,190
9360,197
9360,207
9360,223
9360,230
9360,231
9360,422
9360,243
9360,502
9360,261
9360,805
9360,272
9360,273
9360,546
9360,276
9360,277
9360,549
9360,590
9360,554
6510,5
6510,13
6510,14
6510,15
6510,20
6510,21
6510,38
6510,293
6510,62
6510,65
6510,70
6510,75
6510,76
6510,82
6510,85
6510,97
6510,99
6510,101
6510,115
6510,314
6510,130
6510,159
6510,333
6510,168
6510,171
6510,339
6510,189
6510,231
6510,235
6510,261
6510,513
6510,272
6510,273
6510,276
6443,43
6443,75
3865,45
3865,76
3865,81
3865,121
3865,590
8098,3
8098,11
8098,12
8098,13
8098,15
8098,32
8098,45
8098,50
8098,293
8098,65
8098,74
8098,75
8098,76
8098,81
8098,82
8098,303
8098,95
8098,97
8098,104
8098,306
8098,121
8098,314
8098,126
8098,148
8098,151
8098,167
8098,175
8098,184
8098,190
8098,197
8098,213
8098,230
8098,502
8098,261
8098,805
8098,272
8098,273
8098,537
8098,544
8098,546
8098,277
207,15
207,32
207,81
207,86
207,99
207,126
2646,84
2646,148
2646,159
2646,339
2646,272
4736,86
4736,303
4736,314
4736,272
6728,6
6728,14
6728,38
6728,70
6728,82
6728,121
6728,128
6728,168
6728,261
7128,2
7128,3
7128,5
7128,11
7128,13
7128,15
7128,38
7128,43
7128,45
7128,48
7128,50
7128,65
7128,70
7128,71
7128,73
7128,74
7128,75
7128,81
7128,82
7128,84
7128,303
7128,97
7128,99
7128,306
7128,106
7128,121
7128,126
7128,128
7128,139
7128,148
7128,159
7128,165
7128,167
7128,333
7128,168
7128,175
7128,184
7128,189
7128,197
7128,387
7128,219
7128,230
7128,231
7128,422
7128,261
7128,272
7128,273
7128,537
7128,546
7128,276
7128,277
7128,549
7128,554
3516,3
3516,5
3516,11
3516,281
3516,14
3516,15
3516,16
3516,32
3516,38
3516,45
3516,50
3516,293
3516,62
3516,70
3516,74
3516,75
3516,76
3516,81
3516,86
3516,303
3516,95
3516,99
3516,101
3516,306
3516,111
3516,121
3516,126
3516,139
3516,148
3516,157
3516,159
3516,325
3516,168
3516,171
3516,175
3516,339
3516,212
3516,223
3516,230
3516,231
3516,422
3516,261
3516,272
3516,537
3516,276
3516,549
1924,5
1924,11
1924,20
1924,38
1924,293
1924,62
1924,70
1924,76
1924,85
1924,165
1924,537
1924,549
7887,15
7887,62
7887,81
7887,99
7887,321
7887,168
7887,223
7887,272
4418,5
4418,41
4418,76
4418,81
4418,165
4418,235
7969,3
7969,43
7969,76
7969,805
7969,272
7969,546
5399,3
5399,5
5399,12
5399,13
5399,15
5399,21
5399,25
5399,32
5399,38
5399,45
5399,70
5399,74
5399,75
5399,76
5399,82
5399,86
5399,303
5399,99
5399,306
5399,106
5399,115
5399,314
5399,128
5399,148
5399,159
5399,165
5399,333
5399,339
5399,190
5399,197
5399,207
5399,387
5399,235
5399,243
5399,261
5399,272
5399,537
5399,276
5399,277
5399,554
8426,3
8426,11
8426,14
8426,84
8426,104
8426,143
8426,148
8426,168
8426,171
8426,189
8426,197
8426,223
8426,422
8426,277
8426,549
7839,2
7839,62
7839,148
7839,168
7839,231
7839,537
458,11
458,25
458,75
458,76
5189,74
5189,76
5189,84
5189,86
5189,148
5189,159
5189,190
5189,549
3699,3
3699,5
3699,6
3699,11
3699,14
3699,15
3699,38
3699,62
3699,70
3699,71
3699,85
3699,87
3699,159
3699,168
3699,189
3699,207
3699,387
3699,219
3699,272
3699,273
3699,537
8715,104
8715,130
8715,261
7443,62
7443,70
7443,71
7443,87
7443,99
7443,546
784,12
784,387
784,261
7288,11
7288,15
7288,75
7288,82
7288,91
7288,104
7288,159
7288,168
7288,184
7288,261
6127,25
6127,32
6127,73
6127,75
6127,84
6127,99
6127,168
6127,502
6127,261
6127,272
1656,2
1656,70
1656,91
1656,306
1656,231
1656,272
8914,5
8914,11
8914,15
8914,76
8914,81
8914,303
8914,111
8914,167
8914,261
8914,537
6526,15
6526,74
6526,106
9304,261
5945,41
9392,21
9392,126
9392,133
9392,230
9392,243
9392,502
6516,11
6516,293
6516,95
6516,97
6516,130
6516,261
6200,71
6200,197
7538,62
7538,76
7538,81
7538,84
7538,303
7538,111
7538,148
7538,261
7538,272
4706,281
4706,41
4706,59
4706,71
4706,74
4706,87
4706,121
4706,261
2257,21
2257,25
2257,41
2257,81
2257,148
2257,168
2257,207
2257,235
2257,502
1668,6
1668,84
1668,86
1668,87
1668,189
1668,261
1668,537
1668,276
8305,159
8305,261
8305,273
1887,41
8864,70
8864,139
8864,148
8864,168
3397,6
3397,11
3397,14
3397,15
3397,38
3397,48
3397,50
3397,62
3397,70
3397,71
3397,82
3397,87
3397,106
3397,111
3397,115
3397,133
3397,139
3397,148
3397,151
3397,159
3397,168
3397,341
3397,189
3397,207
3397,213
3397,230
3397,805
3397,276
3397,277
3397,549
8936,13
8936,62
8936,76
8936,84
8936,143
8936,159
8936,190
8936,207
8936,213
8936,261
8936,273
175,45
175,325
175,165
175,333
2345,5
2345,73
1458,321
1458,261
6699,5
6699,6
6699,168
6738,321
6738,159
6738,333
6738,272
6738,537
6738,549
7241,5
7241,6
7241,15
7241,293
7241,59
7241,62
7241,70
7241,74
7241,75
7241,76
7241,81
7241,86
7241,87
7241,303
7241,314
7241,130
7241,133
7241,159
7241,333
7241,175
7241,189
7241,219
7241,261
7241,546
7241,276
7241,554
4767,2
4767,3
4767,5
4767,6
4767,11
4767,14
4767,15
4767,16
4767,24
4767,25
4767,32
4767,38
4767,41
4767,43
4767,45
4767,48
4767,50
4767,293
4767,62
4767,65
4767,70
4767,71
4767,73
4767,74
4767,75
4767,76
4767,81
4767,82
4767,84
4767,86
4767,87
4767,303
4767,95
4767,97
4767,99
4767,101
4767,104
4767,306
4767,106
4767,111
4767,115
4767,121
4767,314
4767,126
4767,128
4767,130
4767,133
4767,139
4767,148
4767,151
4767,159
4767,325
4767,165
4767,167
4767,333
4767,168
4767,171
4767,184
4767,341
4767,189
4767,190
4767,197
4767,207
4767,212
4767,387
4767,219
4767,223
4767,230
4767,231
4767,235
4767,422
4767,243
4767,261
4767,805
4767,513
4767,272
4767,273
4767,537
4767,544
4767,276
4767,277
1858,159
1858,168
1858,235
1858,261
5114,25
5114,62
5114,128
5114,143
5114,148
5114,159
5114,422
5114,261
5114,544
5735,25
5735,62
5735,91
5735,306
5735,272
5735,537
7488,3
7488,14
7488,15
7488,74
7488,81
7488,82
7488,99
7488,306
7488,148
7488,341
7488,230
7488,422
7488,261
7488,277
232,15
232,48
232,121
232,261
2960,41
2960,75
2960,81
2960,235
2960,805
2960,277
2993,99
2993,261
2993,276
8404,84
2598,25
2598,71
2598,272
4932,159
4932,261
4932,273
1401,3
1401,5
1401,15
1401,20
1401,43
1401,81
1401,82
1401,159
1401,168
1401,339
1401,261
1401,805
1401,513
1401,277
1401,549
954,2
954,5
954,11
954,13
954,14
954,15
954,16
954,21
954,38
954,41
954,293
954,62
954,65
954,70
954,71
954,74
954,75
954,76
954,81
954,82
954,86
954,87
954,91
954,97
954,106
954,121
954,314
954,148
954,325
954,165
954,184
954,341
954,189
954,230
954,231
954,422
954,261
954,805
954,513
954,272
954,537
954,277
7596,11
7596,281
7596,24
7596,293
7596,62
7596,84
7596,86
7596,87
7596,303
7596,314
7596,148
7596,151
7596,157
7596,325
7596,231
7596,235
7596,502
7596,261
7596,273
7596,537
7596,549
6621,2
6621,3
6621,5
6621,6
6621,11
6621,13
6621,15
6621,16
6621,25
6621,38
6621,41
6621,45
6621,48
6621,59
6621,62
6621,65
6621,70
6621,71
6621,74
6621,75
6621,76
6621,81
6621,84
6621,86
6621,87
6621,91
6621,303
6621,95
6621,97
6621,101
6621,104
6621,306
6621,111
6621,115
6621,314
6621,126
6621,128
6621,139
6621,148
6621,321
6621,157
6621,159
6621,167
6621,168
6621,171
6621,341
6621,189
6621,207
6621,212
6621,219
6621,230
6621,231
6621,422
6621,261
6621,272
6621,273
6621,544
6621,276
6621,277
6621,549
6152,11
6152,15
6152,91
6152,126
6152,128
6152,272
2656,3
2656,341
8211,38
8211,168
8211,261
7230,99
1357,13
1357,70
1357,115
1357,143
1357,159
1357,387
1357,261
1357,272
7837,3
7837,14
7837,65
7837,84
7837,306
7837,212
7837,230
7837,273
7837,590
4368,82
4368,121
4368,261
7681,2
7681,281
7681,15
7681,25
7681,48
7681,73
7681,74
7681,75
7681,81
7681,99
7681,111
7681,121
7681,143
7681,159
7681,168
7681,207
7681,387
7681,223
7681,231
7681,422
7681,261
7681,272
7681,277
7681,590
9471,43
9471,45
9471,65
9471,303
9471,261
9471,272
4647,15
4647,159
4647,219
4647,261
7407,2
7407,3
7407,5
7407,6
7407,11
7407,13
7407,14
7407,15
7407,16
7407,25
7407,32
7407,38
7407,43
7407,45
7407,50
7407,293
7407,59
7407,62
7407,65
7407,70
7407,71
7407,74
7407,75
7407,76
7407,81
7407,82
7407,84
7407,91
7407,95
7407,97
7407,101
7407,306
7407,111
7407,121
7407,314
7407,126
7407,128
7407,130
7407,148
7407,321
7407,159
7407,325
7407,165
7407,167
7407,168
7407,171
7407,339
7407,184
7407,341
7407,189
7407,190
7407,197
7407,207
7407,212
7407,230
7407,231
7407,422
7407,243
7407,502
7407,261
7407,805
7407,513
7407,272
7407,273
7407,544
7407,276
7407,277
7043,3
7043,5
7043,20
7043,184
7043,223
7043,243
7043,502
7043,261
7043,273
7043,276
7043,554
4822,6
4822,74
4822,75
4822,76
4822,128
4822,130
4822,143
5657,11
5657,38
5657,50
5657,62
5657,82
5657,159
5657,175
5657,341
5657,387
5657,261
9326,25
9326,75
9326,76
9326,314
9326,805
5518,11
5518,74
5518,422
5518,261
7811,5
7811,6
7811,11
7811,16
7811,21
7811,32
7811,43
7811,48
7811,50
7811,62
7811,70
7811,81
7811,84
7811,86
7811,91
7811,95
7811,115
7811,121
7811,321
7811,165
7811,230
7811,235
7811,261
7811,273
7811,276
7811,277
8882,14
8882,74
8882,75
8882,76
8882,81
8882,805
8409,2
8409,5
8409,38
8409,41
8409,48
8409,70
8409,99
8409,104
8409,106
8409,128
8409,235
8409,422
8409,276
4774,5
4774,128
4774,168
4774,339
1152,171
1152,261
7447,25
7447,86
7447,148
7447,184
7447,261
1723,20
1723,21
1723,148
1723,197
1723,207
1723,549
608,15
608,59
608,189
608,213
467,5
467,87
467,106
467,111
9691,16
9691,99
9691,513
2282,5
6249,24
6249,71
6249,306
6249,213
6249,261
1645,106
1645,126
1645,223
1645,261
8335,5
8335,6
8335,50
8335,235
9057,11
9057,71
9057,75
9057,97
9057,159
9057,168
9057,261
6041,50
6041,62
6041,75
6041,87
6041,97
6041,111
6041,128
6041,139
6041,143
6041,261
374,50
374,59
374,62
374,75
374,86
374,99
374,314
374,126
374,321
374,341
374,230
374,422
374,243
374,261
374,544
374,276
374,549
6028,38
6028,59
6028,70
6028,219
6028,230
6028,546
4742,6
4742,43
4742,50
4742,293
4742,62
4742,71
4742,75
4742,82
4742,111
4742,115
4742,128
4742,130
4742,133
4742,139
4742,148
4742,321
4742,168
4742,175
4742,339
4742,197
4742,213
4742,219
4742,230
4742,261
4742,546
4742,276
4742,549
7891,15
7891,62
7891,74
7891,82
7891,261
7891,549
5741,3
5741,15
5741,84
5741,86
5741,95
5741,115
5741,148
5741,190
5741,213
5741,272
5741,549
5741,590
8968,13
8968,38
8968,84
8968,101
8968,165
8968,272
5683,45
5683,48
5683,293
5683,81
5683,184
5683,273
5683,549
6607,2
6607,3
6607,5
6607,11
6607,12
6607,281
6607,15
6607,25
6607,32
6607,38
6607,41
6607,48
6607,62
6607,70
6607,71
6607,75
6607,81
6607,82
6607,85
6607,87
6607,91
6607,101
6607,306
6607,121
6607,314
6607,128
6607,130
6607,143
6607,148
6607,151
6607,165
6607,168
6607,197
6607,213
6607,230
6607,231
6607,422
6607,261
6607,272
6607,273
6607,537
6607,544
6607,546
6607,276
588,70
588,549
5124,2
5124,15
5124,74
5124,76
5124,272
5124,537
5124,590
1042,243
4748,84
4748,272
1803,11
1803,12
1803,15
1803,41
1803,43
1803,48
1803,50
1803,62
1803,70
1803,71
1803,75
1803,91
1803,303
1803,321
1803,159
1803,165
1803,167
1803,189
1803,212
1803,230
1803,235
1803,261
1803,272
1803,273
1803,277
2017,3
2017,5
2017,11
2017,12
2017,281
2017,15
2017,16
2017,24
2017,25
2017,38
2017,45
2017,48
2017,59
2017,70
2017,71
2017,74
2017,75
2017,76
2017,81
2017,84
2017,95
2017,306
2017,121
2017,314
2017,128
2017,133
2017,148
2017,151
2017,321
2017,159
2017,325
2017,165
2017,167
2017,333
2017,168
2017,171
2017,387
2017,223
2017,230
2017,231
2017,261
2017,805
2017,513
2017,272
2017,273
2017,537
2017,544
2017,276
1331,5
1331,6
1331,11
1331,13
1331,15
1331,16
1331,24
1331,25
1331,32
1331,38
1331,41
1331,43
1331,45
1331,48
1331,62
1331,65
1331,70
1331,73
1331,74
1331,75
1331,81
1331,82
1331,84
1331,85
1331,86
1331,87
1331,303
1331,97
1331,99
1331,306
1331,106
1331,121
1331,126
1331,128
1331,130
1331,133
1331,139
1331,148
1331,151
1331,321
1331,157
1331,159
1331,165
1331,167
1331,333
1331,168
1331,339
1331,184
1331,341
1331,189
1331,190
1331,197
1331,207
1331,212
1331,387
1331,223
1331,230
1331,261
1331,805
1331,513
1331,272
1331,273
1331,276
1331,277
1536,24
1536,32
1536,38
1536,41
1536,62
1536,74
1536,76
1536,84
1536,86
1536,87
1536,303
1536,306
1536,314
1536,165
1536,207
1536,549
6671,126
6671,128
6671,321
6671,207
6671,261
7272,321
7272,387
7272,230
7272,261
2965,3
2965,5
2965,62
2965,87
2965,306
2965,168
2965,276
2617,15
2617,20
2617,21
2617,70
2617,235
2617,261
2617,276
2617,554
7279,5
7279,15
7279,25
7279,62
7279,91
7279,99
7279,306
7279,157
7279,341
7279,189
7279,213
7279,272
7279,276
7279,590
8244,62
8244,111
8244,314
5553,3
5553,5
5553,15
5553,20
5553,32
5553,41
5553,48
5553,62
5553,65
5553,71
5553,106
5553,157
5553,168
5553,235
5553,422
5553,261
5553,513
5553,544
5553,549
5996,11
5996,81
5996,99
5996,159
5996,261
5996,805
5996,513
5996,272
5996,277
9925,12
9925,45
9925,65
9925,71
9925,75
9925,139
9925,143
9925,325
9925,189
9925,502
9925,276
9925,277
9925,549
9061,20
9061,306
9061,128
9061,230
9061,554
6404,62
6404,70
6404,261
6404,272
6652,87
6652,303
6652,314
6652,223
6652,230
6652,261
4235,11
4235,70
4235,74
4235,165
4235,230
4235,422
4235,261
4235,273
3727,5
3727,13
3727,45
3727,73
3727,133
3727,148
3727,321
3727,171
3727,273
3727,537
3727,276
2607,159
2607,190
2607,213
2607,422
2607,261
2607,272
2607,273
4189,25
4189,293
4189,115
4189,130
4189,213
4189,502
6907,15
6907,293
6907,70
6907,71
6907,75
6907,303
6907,128
6907,148
6907,167
6907,333
6907,189
6907,197
6907,212
6907,261
6907,273
6907,549
8517,3
8517,11
8517,272
8517,273
8517,549
8964,6
8964,62
8964,139
8964,243
8964,276
8964,277
8964,549
3350,12
3350,16
3350,25
3350,168
3728,3
3728,101
3728,165
3728,502
3728,261
8390,6
8390,11
8390,41
8390,50
8390,62
8390,82
8390,87
8390,95
8390,306
8390,106
8390,111
8390,128
8390,148
8390,165
8390,168
8390,197
8390,261
8390,272
8390,276
8390,549
4916,281
4916,82
4916,84
4916,303
4916,126
4916,133
4916,148
4916,190
4916,197
4916,387
4916,243
4916,273
4916,549
3182,65
3182,139
3182,159
3182,168
3182,272
1808,25
1808,314
1808,148
1808,171
2079,2
2079,143
2079,159
2079,261
2079,272
4853,25
4853,84
4853,86
4853,148
4853,272
6216,15
6216,75
6216,76
6216,81
6216,513
7650,82
7650,159
7650,168
7650,212
7650,805
7650,272
7650,273
7650,537
5769,76
5769,81
5769,121
3559,38
3559,70
3559,148
3559,197
8783,38
8783,75
8783,76
8783,81
8783,261
8783,513
7030,3
7030,86
7030,184
7030,261
7030,272
339,184
9923,281
9923,303
9923,148
9923,184
9923,546
9923,549
3228,3
3228,11
3228,281
3228,45
3228,293
3228,62
3228,126
3228,148
3228,325
3228,223
3228,261
3228,546
3228,276
3228,549
7827,159
7827,168
7827,339
2683,2
2683,3
2683,159
2683,165
2683,272
1116,293
1116,303
1116,148
1116,171
1116,261
1116,546
5258,41
5258,235
5635,45
5635,62
5635,87
5635,303
5635,126
5635,272
5635,549
1605,3
1605,15
1605,74
1605,75
1605,76
1605,81
1605,82
1605,261
1605,805
7002,84
7002,86
7002,148
7002,333
7002,190
7002,273
1512,25
1512,41
1512,128
1512,148
1512,261
2407,14
2407,15
2407,74
2407,84
304,15
304,261
9043,41
9043,70
9043,133
9043,387
9043,235
9043,261
9043,554
7209,11
7209,84
7209,212
7209,261
7209,273
7195,6
7195,293
7195,75
7195,84
7195,99
7195,148
7195,168
7195,184
7195,190
7195,273
7195,549
1710,45
1710,81
1710,121
1710,126
1710,128
1710,544
1710,549
7909,25
7909,84
7909,87
7909,133
3414,5
3905,41
3905,87
3905,111
8718,21
8718,41
8718,272
8614,73
8614,143
8614,243
5042,75
5042,104
5042,139
5042,159
5042,223
9004,62
9004,87
9004,171
9004,190
9004,230
23,15
23,121
23,422
23,261
1267,3
1267,11
1267,15
1267,20
1267,38
1267,43
1267,45
1267,48
1267,293
1267,59
1267,70
1267,73
1267,75
1267,82
1267,84
1267,91
1267,126
1267,159
1267,325
1267,165
1267,261
1267,805
1267,272
1267,273
1267,537
1267,276
4372,15
4372,59
4372,70
4372,84
4372,261
4372,273
4372,537
8345,13
8345,97
8345,151
8345,272
5213,281
5213,25
5213,48
5213,62
5213,75
5213,76
5213,81
5213,82
5213,84
5213,91
5213,148
5213,189
5213,273
5213,276
5368,5
5368,75
5368,213
5368,272
1309,5
1309,281
1309,15
1309,20
1309,25
1309,70
1309,71
