0	46435
131073	20701
2	29134
3	65729
4	50780
5	52721
6	13663
7	2427
8	5543
192039	16809
10	50406
131083	36973
131084	35215
13	25999
15	31688
17	25121
18	42283
19	34467
20	58737
21	2718
22	36180
23	35886
24	24956
25	56708
26	40223
27	53919
28	8119
29	39349
30	43525
6983	49420
32	48194
33	63174
34	33303
35	50931
131108	39662
131078	36426
38	45966
39	21929
40	49526
41	30621
42	35786
43	16909
44	6949
45	20657
46	55144
47	63303
48	27668
49	2271
50	16813
131123	57
52	47599
53	54014
54	36933
55	2497
56	8038
131131	33760
60	13174
61	42650
62	46246
63	10550
64	35590
65	25443
66	56614
67	28843
69	19104
70	33076
71	1416
72	28271
12	56463
74	7148
75	50390
76	39290
77	17642
131150	37360
79	5680
131152	39538
81	17420
82	12911
83	28644
84	8719
85	35420
131158	20507
131159	8661
88	11503
89	19053
131162	27790
91	25065
92	55553
93	19802
94	40428
95	1297
96	65638
97	43506
98	20750
109243	56747
100	53561
101	38802
102	57640
131175	22451
104	64648
105	24533
106	59130
107	38194
108	19016
131181	13262
110	64077
131183	61802
112	5631
113	519
114	7302
131187	35665
116	59146
117	31859
131190	10071
120	2431
121	34774
131194	60686
123	42783
124	33652
125	64723
131198	1463
127	47795
128	16869
129	48485
130	21937
131	55587
132	31221
133	61186
134	55714
131207	10894
136	754
137	35292
138	45073
139	40340
140	42185
141	17252
142	38549
143	44216
144	20747
145	30425
147	18789
131220	40165
149	46103
150	31330
151	37072
152	13264
153	37305
154	43717
155	31316
156	4290
157	49202
159	59980
161	9222
163	18604
164	19513
165	37248
166	38743
167	25212
168	6852
169	25395
131242	13149
171	25232
173	42567
131246	9570
175	50891
131248	18123
178	38986
179	30721
180	29646
181	39893
182	27389
183	39178
184	48110
186	1998
187	41799
188	33402
131261	41740
190	62680
191	13253
131264	14787
193	53261
195	27126
196	37185
197	38163
198	33690
199	61276
200	937
201	8227
203	34151
204	64651
206	27147
21880	29970
210	56719
211	61451
212	31967
213	1769
214	18291
131287	12447
131288	40262
36	64166
131290	37508
219	42319
220	31488
221	23058
222	43121
223	26916
224	22531
225	24037
226	25521
131299	45899
228	40816
131301	4931
230	27769
231	43018
232	14327
233	6464
131306	35127
235	46554
236	26928
161500	55567
238	30759
239	34694
240	45478
131313	6938
242	16413
243	35271
244	2157
245	10769
247	45983
248	49728
249	12030
250	56155
251	26441
65476	58773
253	26380
254	65308
131327	31392
256	29096
257	65397
13095	54433
260	21148
261	64877
262	30914
263	3855
264	47538
187683	30876
266	36169
131339	16497
269	35719
270	51083
131117	35502
272	14308
273	1419
274	60351
275	10713
9	44662
277	32404
278	40703
279	64008
280	35972
281	60674
282	41357
283	66772
284	10965
285	49749
286	22007
287	39680
288	7129
131361	9283
291	54478
293	31422
131366	19506
295	24302
296	36129
297	10504
298	57898
299	43359
300	21170
301	63760
302	16388
303	60793
304	32813
306	6904
307	29679
308	31170
309	41095
310	34788
131383	6696
312	36261
131385	53549
315	2959
317	42972
318	49952
320	43216
131394	27124
323	50898
131397	48900
326	60145
327	24560
331	54924
131405	41138
335	15769
131408	39525
337	34797
338	61006
340	44244
341	14244
342	4814
343	7727
131416	14277
131417	3031
346	43652
347	41049
349	2932
350	58622
351	34080
352	1492
353	7215
354	1903
355	19713
356	35928
357	8841
358	12278
152977	21183
131432	24802
362	18356
363	51850
131436	29951
366	50201
368	6771
369	10735
370	66561
371	43566
372	58611
373	58901
131446	63426
375	37590
377	46243
131135	34838
380	3790
382	33742
383	46400
384	28640
385	49408
386	23450
387	62752
388	36687
389	19670
390	6844
391	19438
392	1369
393	46754
394	38676
395	62504
396	33314
397	41639
398	9756
399	62619
400	10993
401	18754
402	18211
404	11076
405	36928
406	14971
407	31850
408	50725
410	59234
411	8825
412	54297
413	6605
414	52550
131487	57975
416	30019
417	12686
418	32161
419	36786
420	55062
421	59575
131494	25813
424	4379
425	5228
131143	27149
429	23897
430	37461
431	62711
432	31060
433	39263
435	3153
437	48017
438	52416
439	6014
440	39800
441	20262
131515	21431
444	55141
445	57844
131518	61633
131519	34753
448	30283
449	42789
451	4860
452	48741
453	20620
454	45586
455	39128
456	18528
131148	42391
458	58131
460	43991
461	8613
463	38196
464	27322
465	30389
467	46580
65614	22950
470	9026
131543	6759
472	40954
474	36355
475	4881
476	38647
131549	5087
131550	18383
479	3967
481	25190
482	34429
483	2952
484	53146
131557	39745
486	58372
487	11901
488	49454
489	13553
490	22812
131563	3330
492	26150
493	24980
494	37952
495	8920
497	25051
498	9632
499	40609
500	37358
501	14484
503	17634
196692	63695
507	35371
131580	23030
131581	27227
512	66928
513	35272
514	21875
131588	20771
517	11582
520	14952
521	31724
131594	66135
87	34178
524	61316
174850	28804
526	14330
528	9650
131602	3545
531	9410
532	6915
533	48258
534	62681
535	38691
536	3978
537	15035
538	39913
540	29565
541	11140
543	42300
545	67437
546	29902
131163	55733
131620	49586
549	55581
551	7940
552	47085
553	2015
554	67167
131627	24019
556	9175
558	16343
559	14980
560	20776
561	2644
562	2141
563	14782
564	3842
565	38683
568	40445
131641	27887
570	20693
131167	3471
572	39596
131645	6957
574	24549
131648	38463
577	61132
578	21443
579	9440
580	7227
582	46270
583	11768
585	27250
586	16596
589	20878
131662	39040
591	30626
592	39352
593	10226
594	51183
595	40891
596	28994
597	32167
598	45386
599	55762
600	51625
131673	14169
602	14521
603	27927
605	51854
136176	61265
608	19729
609	7952
610	35117
612	27288
614	37119
615	37441
616	26399
617	16720
618	23097
619	44502
620	9335
622	38612
624	35130
626	32250
627	45382
628	54501
629	32917
131702	5551
631	40662
632	46752
131705	8077
635	15393
131708	5675
131709	32666
638	40902
639	51947
640	10084
642	7276
643	22936
644	11978
645	43117
646	21020
87489	49727
649	36517
650	1187
651	56921
652	22230
653	56267
654	599
109	62018
656	25515
657	66070
658	22656
659	53241
660	30802
164398	54334
663	38246
131736	4619
665	67041
666	9040
131739	6527
668	55962
669	2852
671	12481
672	66670
673	17139
674	33641
675	27908
131748	37180
677	16614
678	49126
679	46805
680	235
681	40719
131754	19242
683	21852
684	1196
685	18283
131758	21003
687	48659
688	54533
690	2207
691	42307
692	41790
693	21778
694	34396
695	19415
131769	15027
131770	48142
131771	7414
700	10251
21962	3914
702	58774
703	13199
705	62414
707	44179
708	18583
709	11489
711	11855
131785	34936
714	46870
715	28366
716	63902
717	40722
718	16875
719	5822
721	41389
722	37897
174883	27134
724	40386
725	29310
131798	35030
727	6184
728	35309
131801	18256
730	14915
731	63048
732	46728
733	26886
734	57529
736	27392
737	40523
738	60712
739	5057
131812	44905
741	53958
742	66879
744	12470
65660	7497
747	46311
131820	27851
749	14954
752	11767
753	18569
754	9442
755	5548
131828	41993
126	24612
758	12536
759	41781
761	15936
762	16739
196735	43386
764	30392
765	39634
131839	31979
768	50202
196736	45149
770	28512
771	45666
773	58959
131846	13541
775	20153
131848	65885
778	28458
779	15901
131852	31541
781	22561
131854	12782
783	23682
784	11154
785	41488
786	64912
787	48166
788	61974
790	50871
791	19384
792	22172
793	20313
794	53433
795	51157
796	21791
131869	48421
798	19207
196741	23891
800	45917
131874	10179
805	67269
806	50691
807	41633
153052	57277
810	65216
138268	52002
812	1977
813	27533
814	29340
815	13164
131888	53254
139669	45865
131891	47973
820	53876
821	17496
822	8808
824	7244
825	17947
827	67340
828	23578
196746	66538
131902	42947
831	57239
832	30411
833	2151
834	46443
131907	47012
836	37885
837	32731
838	12513
839	7239
840	60537
131913	22906
842	60303
843	56419
845	53714
846	35971
847	19945
848	15871
849	36012
850	21787
851	64984
852	45663
853	57095
47142	65401
131927	39377
857	32385
858	50304
860	9037
43834	50019
863	20003
864	11711
131937	15966
866	41141
174907	34944
868	35039
869	28992
870	36909
871	27754
872	62246
873	9394
875	66651
876	19018
877	43081
879	4192
881	29527
882	49840
884	40377
885	7906
886	29878
131961	17289
891	2737
892	47096
893	28689
894	14463
896	41161
131969	29207
898	36122
899	60173
901	26635
